17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;>50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
17,75;Private;3,16;*;Craft-repair;White;*;United-States;<=50K
